Port,Service,Status,Risk Level
1212,Unknown Service,CLOSED,UNKNOWN
1213,Unknown Service,CLOSED,UNKNOWN
1214,Unknown Service,CLOSED,UNKNOWN
1215,Unknown Service,CLOSED,UNKNOWN
1216,Unknown Service,CLOSED,UNKNOWN
1217,Unknown Service,CLOSED,UNKNOWN
1218,Unknown Service,CLOSED,UNKNOWN
1219,Unknown Service,CLOSED,UNKNOWN
1220,Unknown Service,CLOSED,UNKNOWN
1221,Unknown Service,CLOSED,UNKNOWN
1222,Unknown Service,CLOSED,UNKNOWN
1223,Unknown Service,CLOSED,UNKNOWN
1224,Unknown Service,CLOSED,UNKNOWN
1225,Unknown Service,CLOSED,UNKNOWN
1226,Unknown Service,CLOSED,UNKNOWN
1227,Unknown Service,CLOSED,UNKNOWN
1228,Unknown Service,CLOSED,UNKNOWN
1229,Unknown Service,CLOSED,UNKNOWN
1230,Unknown Service,CLOSED,UNKNOWN
1231,Unknown Service,CLOSED,UNKNOWN
1232,Unknown Service,CLOSED,UNKNOWN
1233,Unknown Service,CLOSED,UNKNOWN
1234,VLC / Custom,CLOSED,UNKNOWN
1235,Unknown Service,CLOSED,UNKNOWN
1236,Unknown Service,CLOSED,UNKNOWN
1237,Unknown Service,CLOSED,UNKNOWN
1238,Unknown Service,CLOSED,UNKNOWN
1239,Unknown Service,CLOSED,UNKNOWN
1240,Unknown Service,CLOSED,UNKNOWN
1241,Unknown Service,CLOSED,UNKNOWN
1242,Unknown Service,CLOSED,UNKNOWN
1243,Unknown Service,CLOSED,UNKNOWN
1244,Unknown Service,CLOSED,UNKNOWN
1245,Unknown Service,CLOSED,UNKNOWN
1246,Unknown Service,CLOSED,UNKNOWN
1247,Unknown Service,CLOSED,UNKNOWN
1248,Unknown Service,CLOSED,UNKNOWN
1249,Unknown Service,CLOSED,UNKNOWN
1250,Unknown Service,CLOSED,UNKNOWN
1251,Unknown Service,CLOSED,UNKNOWN
1252,Unknown Service,CLOSED,UNKNOWN
1253,Unknown Service,CLOSED,UNKNOWN
1254,Unknown Service,CLOSED,UNKNOWN
1255,Unknown Service,CLOSED,UNKNOWN
1256,Unknown Service,CLOSED,UNKNOWN
1257,Unknown Service,CLOSED,UNKNOWN
1258,Unknown Service,CLOSED,UNKNOWN
1259,Unknown Service,CLOSED,UNKNOWN
1260,Unknown Service,CLOSED,UNKNOWN
1261,Unknown Service,CLOSED,UNKNOWN
1262,Unknown Service,CLOSED,UNKNOWN
1263,Unknown Service,CLOSED,UNKNOWN
1264,Unknown Service,CLOSED,UNKNOWN
1265,Unknown Service,CLOSED,UNKNOWN
1266,Unknown Service,CLOSED,UNKNOWN
1267,Unknown Service,CLOSED,UNKNOWN
1268,Unknown Service,CLOSED,UNKNOWN
1269,Unknown Service,CLOSED,UNKNOWN
1270,Unknown Service,CLOSED,UNKNOWN
1271,Unknown Service,CLOSED,UNKNOWN
1272,Unknown Service,CLOSED,UNKNOWN
1273,Unknown Service,CLOSED,UNKNOWN
1274,Unknown Service,CLOSED,UNKNOWN
1275,Unknown Service,CLOSED,UNKNOWN
1276,Unknown Service,CLOSED,UNKNOWN
1277,Unknown Service,CLOSED,UNKNOWN
1278,Unknown Service,CLOSED,UNKNOWN
1279,Unknown Service,CLOSED,UNKNOWN
1280,Unknown Service,CLOSED,UNKNOWN
1281,Unknown Service,CLOSED,UNKNOWN
1282,Unknown Service,CLOSED,UNKNOWN
1283,Unknown Service,CLOSED,UNKNOWN
1284,Unknown Service,CLOSED,UNKNOWN
1285,Unknown Service,CLOSED,UNKNOWN
1286,Unknown Service,CLOSED,UNKNOWN
1287,Unknown Service,CLOSED,UNKNOWN
1288,Unknown Service,CLOSED,UNKNOWN
1289,Unknown Service,CLOSED,UNKNOWN
1290,Unknown Service,CLOSED,UNKNOWN
1291,Unknown Service,CLOSED,UNKNOWN
1292,Unknown Service,CLOSED,UNKNOWN
1293,Unknown Service,CLOSED,UNKNOWN
1294,Unknown Service,CLOSED,UNKNOWN
1295,Unknown Service,CLOSED,UNKNOWN
1296,Unknown Service,CLOSED,UNKNOWN
1297,Unknown Service,CLOSED,UNKNOWN
1298,Unknown Service,CLOSED,UNKNOWN
1299,Unknown Service,CLOSED,UNKNOWN
1300,Unknown Service,CLOSED,UNKNOWN
1301,Unknown Service,CLOSED,UNKNOWN
1302,Unknown Service,CLOSED,UNKNOWN
1303,Unknown Service,CLOSED,UNKNOWN
1304,Unknown Service,CLOSED,UNKNOWN
1305,Unknown Service,CLOSED,UNKNOWN
1306,Unknown Service,CLOSED,UNKNOWN
1307,Unknown Service,CLOSED,UNKNOWN
1308,Unknown Service,CLOSED,UNKNOWN
1309,Unknown Service,CLOSED,UNKNOWN
1310,Unknown Service,CLOSED,UNKNOWN
1311,Unknown Service,CLOSED,UNKNOWN
1312,Unknown Service,CLOSED,UNKNOWN
1313,Unknown Service,CLOSED,UNKNOWN
1314,Unknown Service,CLOSED,UNKNOWN
1315,Unknown Service,CLOSED,UNKNOWN
1316,Unknown Service,CLOSED,UNKNOWN
1317,Unknown Service,CLOSED,UNKNOWN
1318,Unknown Service,CLOSED,UNKNOWN
1319,Unknown Service,CLOSED,UNKNOWN
1320,Unknown Service,CLOSED,UNKNOWN
1321,Unknown Service,CLOSED,UNKNOWN
1322,Unknown Service,CLOSED,UNKNOWN
1323,Unknown Service,CLOSED,UNKNOWN
1324,Unknown Service,CLOSED,UNKNOWN
1325,Unknown Service,CLOSED,UNKNOWN
1326,Unknown Service,CLOSED,UNKNOWN
1327,Unknown Service,CLOSED,UNKNOWN
1328,Unknown Service,CLOSED,UNKNOWN
1329,Unknown Service,CLOSED,UNKNOWN
1330,Unknown Service,CLOSED,UNKNOWN
1331,Unknown Service,CLOSED,UNKNOWN
1332,Unknown Service,CLOSED,UNKNOWN
1333,Unknown Service,CLOSED,UNKNOWN
1334,Unknown Service,CLOSED,UNKNOWN
1335,Unknown Service,CLOSED,UNKNOWN
1336,Unknown Service,CLOSED,UNKNOWN
1337,Unknown Service,CLOSED,UNKNOWN
1338,Unknown Service,CLOSED,UNKNOWN
1339,Unknown Service,CLOSED,UNKNOWN
1340,Unknown Service,CLOSED,UNKNOWN
1341,Unknown Service,CLOSED,UNKNOWN
1342,Unknown Service,CLOSED,UNKNOWN
1343,Unknown Service,CLOSED,UNKNOWN
1344,Unknown Service,CLOSED,UNKNOWN
1345,Unknown Service,CLOSED,UNKNOWN
1346,Unknown Service,CLOSED,UNKNOWN
1347,Unknown Service,CLOSED,UNKNOWN
1348,Unknown Service,CLOSED,UNKNOWN
1349,Unknown Service,CLOSED,UNKNOWN
1350,Unknown Service,CLOSED,UNKNOWN
1351,Unknown Service,CLOSED,UNKNOWN
1352,Unknown Service,CLOSED,UNKNOWN
1353,Unknown Service,CLOSED,UNKNOWN
1354,Unknown Service,CLOSED,UNKNOWN
1355,Unknown Service,CLOSED,UNKNOWN
1356,Unknown Service,CLOSED,UNKNOWN
1357,Unknown Service,CLOSED,UNKNOWN
1358,Unknown Service,CLOSED,UNKNOWN
1359,Unknown Service,CLOSED,UNKNOWN
1360,Unknown Service,CLOSED,UNKNOWN
1361,Unknown Service,CLOSED,UNKNOWN
1362,Unknown Service,CLOSED,UNKNOWN
1363,Unknown Service,CLOSED,UNKNOWN
1364,Unknown Service,CLOSED,UNKNOWN
1365,Unknown Service,CLOSED,UNKNOWN
1366,Unknown Service,CLOSED,UNKNOWN
1367,Unknown Service,CLOSED,UNKNOWN
1368,Unknown Service,CLOSED,UNKNOWN
1369,Unknown Service,CLOSED,UNKNOWN
1370,Unknown Service,CLOSED,UNKNOWN
1371,Unknown Service,CLOSED,UNKNOWN
1372,Unknown Service,CLOSED,UNKNOWN
1373,Unknown Service,CLOSED,UNKNOWN
1374,Unknown Service,CLOSED,UNKNOWN
1375,Unknown Service,CLOSED,UNKNOWN
1376,Unknown Service,CLOSED,UNKNOWN
1377,Unknown Service,CLOSED,UNKNOWN
1378,Unknown Service,CLOSED,UNKNOWN
1379,Unknown Service,CLOSED,UNKNOWN
1380,Unknown Service,CLOSED,UNKNOWN
1381,Unknown Service,CLOSED,UNKNOWN
1382,Unknown Service,CLOSED,UNKNOWN
1383,Unknown Service,CLOSED,UNKNOWN
1384,Unknown Service,CLOSED,UNKNOWN
1385,Unknown Service,CLOSED,UNKNOWN
1386,Unknown Service,CLOSED,UNKNOWN
1387,Unknown Service,CLOSED,UNKNOWN
1388,Unknown Service,CLOSED,UNKNOWN
1389,Unknown Service,CLOSED,UNKNOWN
1390,Unknown Service,CLOSED,UNKNOWN
1391,Unknown Service,CLOSED,UNKNOWN
1392,Unknown Service,CLOSED,UNKNOWN
1393,Unknown Service,CLOSED,UNKNOWN
1394,Unknown Service,CLOSED,UNKNOWN
1395,Unknown Service,CLOSED,UNKNOWN
1396,Unknown Service,CLOSED,UNKNOWN
1397,Unknown Service,CLOSED,UNKNOWN
1398,Unknown Service,CLOSED,UNKNOWN
1399,Unknown Service,CLOSED,UNKNOWN
1400,Unknown Service,CLOSED,UNKNOWN
1401,Unknown Service,CLOSED,UNKNOWN
1402,Unknown Service,CLOSED,UNKNOWN
1403,Unknown Service,CLOSED,UNKNOWN
1404,Unknown Service,CLOSED,UNKNOWN
1405,Unknown Service,CLOSED,UNKNOWN
1406,Unknown Service,CLOSED,UNKNOWN
1407,Unknown Service,CLOSED,UNKNOWN
1408,Unknown Service,CLOSED,UNKNOWN
1409,Unknown Service,CLOSED,UNKNOWN
1410,Unknown Service,CLOSED,UNKNOWN
1411,Unknown Service,CLOSED,UNKNOWN
1412,Unknown Service,CLOSED,UNKNOWN
1413,Unknown Service,CLOSED,UNKNOWN
1414,Unknown Service,CLOSED,UNKNOWN
1415,Unknown Service,CLOSED,UNKNOWN
1416,Unknown Service,CLOSED,UNKNOWN
1417,Unknown Service,CLOSED,UNKNOWN
1418,Unknown Service,CLOSED,UNKNOWN
1419,Unknown Service,CLOSED,UNKNOWN
1420,Unknown Service,CLOSED,UNKNOWN
1421,Unknown Service,CLOSED,UNKNOWN
1422,Unknown Service,CLOSED,UNKNOWN
1423,Unknown Service,CLOSED,UNKNOWN
1424,Unknown Service,CLOSED,UNKNOWN
1425,Unknown Service,CLOSED,UNKNOWN
1426,Unknown Service,CLOSED,UNKNOWN
1427,Unknown Service,CLOSED,UNKNOWN
1428,Unknown Service,CLOSED,UNKNOWN
1429,Unknown Service,CLOSED,UNKNOWN
1430,Unknown Service,CLOSED,UNKNOWN
1431,Unknown Service,CLOSED,UNKNOWN
1432,Unknown Service,CLOSED,UNKNOWN
1433,MSSQL,CLOSED,HIGH
1434,MSSQL Monitor,CLOSED,UNKNOWN
1435,Unknown Service,CLOSED,UNKNOWN
1436,Unknown Service,CLOSED,UNKNOWN
1437,Unknown Service,CLOSED,UNKNOWN
1438,Unknown Service,CLOSED,UNKNOWN
1439,Unknown Service,CLOSED,UNKNOWN
1440,Unknown Service,CLOSED,UNKNOWN
1441,Unknown Service,CLOSED,UNKNOWN
1442,Unknown Service,CLOSED,UNKNOWN
1443,Unknown Service,CLOSED,UNKNOWN
1444,Unknown Service,CLOSED,UNKNOWN
1445,Unknown Service,CLOSED,UNKNOWN
1446,Unknown Service,CLOSED,UNKNOWN
1447,Unknown Service,CLOSED,UNKNOWN
1448,Unknown Service,CLOSED,UNKNOWN
1449,Unknown Service,CLOSED,UNKNOWN
1450,Unknown Service,CLOSED,UNKNOWN
1451,Unknown Service,CLOSED,UNKNOWN
1452,Unknown Service,CLOSED,UNKNOWN
1453,Unknown Service,CLOSED,UNKNOWN
1454,Unknown Service,CLOSED,UNKNOWN
1455,Unknown Service,CLOSED,UNKNOWN
1456,Unknown Service,CLOSED,UNKNOWN
1457,Unknown Service,CLOSED,UNKNOWN
1458,Unknown Service,CLOSED,UNKNOWN
1459,Unknown Service,CLOSED,UNKNOWN
1460,Unknown Service,CLOSED,UNKNOWN
1461,Unknown Service,CLOSED,UNKNOWN
1462,Unknown Service,CLOSED,UNKNOWN
1463,Unknown Service,CLOSED,UNKNOWN
1464,Unknown Service,CLOSED,UNKNOWN
1465,Unknown Service,CLOSED,UNKNOWN
1466,Unknown Service,CLOSED,UNKNOWN
1467,Unknown Service,CLOSED,UNKNOWN
1468,Unknown Service,CLOSED,UNKNOWN
1469,Unknown Service,CLOSED,UNKNOWN
1470,Unknown Service,CLOSED,UNKNOWN
1471,Unknown Service,CLOSED,UNKNOWN
1472,Unknown Service,CLOSED,UNKNOWN
1473,Unknown Service,CLOSED,UNKNOWN
1474,Unknown Service,CLOSED,UNKNOWN
1475,Unknown Service,CLOSED,UNKNOWN
1476,Unknown Service,CLOSED,UNKNOWN
1477,Unknown Service,CLOSED,UNKNOWN
1478,Unknown Service,CLOSED,UNKNOWN
1479,Unknown Service,CLOSED,UNKNOWN
1480,Unknown Service,CLOSED,UNKNOWN
1481,Unknown Service,CLOSED,UNKNOWN
1482,Unknown Service,CLOSED,UNKNOWN
1483,Unknown Service,CLOSED,UNKNOWN
1484,Unknown Service,CLOSED,UNKNOWN
1485,Unknown Service,CLOSED,UNKNOWN
1486,Unknown Service,CLOSED,UNKNOWN
1487,Unknown Service,CLOSED,UNKNOWN
1488,Unknown Service,CLOSED,UNKNOWN
1489,Unknown Service,CLOSED,UNKNOWN
1490,Unknown Service,CLOSED,UNKNOWN
1491,Unknown Service,CLOSED,UNKNOWN
1492,Unknown Service,CLOSED,UNKNOWN
1493,Unknown Service,CLOSED,UNKNOWN
1494,Unknown Service,CLOSED,UNKNOWN
1495,Unknown Service,CLOSED,UNKNOWN
1496,Unknown Service,CLOSED,UNKNOWN
1497,Unknown Service,CLOSED,UNKNOWN
1498,Unknown Service,CLOSED,UNKNOWN
1499,Unknown Service,CLOSED,UNKNOWN
1500,Unknown Service,CLOSED,UNKNOWN
1501,Unknown Service,CLOSED,UNKNOWN
1502,Unknown Service,CLOSED,UNKNOWN
1503,Unknown Service,CLOSED,UNKNOWN
1504,Unknown Service,CLOSED,UNKNOWN
1505,Unknown Service,CLOSED,UNKNOWN
1506,Unknown Service,CLOSED,UNKNOWN
1507,Unknown Service,CLOSED,UNKNOWN
1508,Unknown Service,CLOSED,UNKNOWN
1509,Unknown Service,CLOSED,UNKNOWN
1510,Unknown Service,CLOSED,UNKNOWN
1511,Unknown Service,CLOSED,UNKNOWN
1512,Unknown Service,CLOSED,UNKNOWN
1513,Unknown Service,CLOSED,UNKNOWN
1514,Unknown Service,CLOSED,UNKNOWN
1515,Unknown Service,CLOSED,UNKNOWN
1516,Unknown Service,CLOSED,UNKNOWN
1517,Unknown Service,CLOSED,UNKNOWN
1518,Unknown Service,CLOSED,UNKNOWN
1519,Unknown Service,CLOSED,UNKNOWN
1520,Unknown Service,CLOSED,UNKNOWN
1521,Oracle DB,CLOSED,HIGH
1522,Unknown Service,CLOSED,UNKNOWN
1523,Unknown Service,CLOSED,UNKNOWN
1524,Unknown Service,CLOSED,UNKNOWN
1525,Unknown Service,CLOSED,UNKNOWN
1526,Unknown Service,CLOSED,UNKNOWN
1527,Unknown Service,CLOSED,UNKNOWN
1528,Unknown Service,CLOSED,UNKNOWN
1529,Unknown Service,CLOSED,UNKNOWN
1530,Unknown Service,CLOSED,UNKNOWN
1531,Unknown Service,CLOSED,UNKNOWN
1532,Unknown Service,CLOSED,UNKNOWN
1533,Unknown Service,CLOSED,UNKNOWN
1534,Unknown Service,CLOSED,UNKNOWN
1535,Unknown Service,CLOSED,UNKNOWN
1536,Unknown Service,CLOSED,UNKNOWN
1537,Unknown Service,CLOSED,UNKNOWN
1538,Unknown Service,CLOSED,UNKNOWN
1539,Unknown Service,CLOSED,UNKNOWN
1540,Unknown Service,CLOSED,UNKNOWN
1541,Unknown Service,CLOSED,UNKNOWN
1542,Unknown Service,CLOSED,UNKNOWN
1543,Unknown Service,CLOSED,UNKNOWN
1544,Unknown Service,CLOSED,UNKNOWN
1545,Unknown Service,CLOSED,UNKNOWN
1546,Unknown Service,CLOSED,UNKNOWN
1547,Unknown Service,CLOSED,UNKNOWN
1548,Unknown Service,CLOSED,UNKNOWN
1549,Unknown Service,CLOSED,UNKNOWN
1550,Unknown Service,CLOSED,UNKNOWN
1551,Unknown Service,CLOSED,UNKNOWN
1552,Unknown Service,CLOSED,UNKNOWN
1553,Unknown Service,CLOSED,UNKNOWN
1554,Unknown Service,CLOSED,UNKNOWN
1555,Unknown Service,CLOSED,UNKNOWN
1556,Unknown Service,CLOSED,UNKNOWN
1557,Unknown Service,CLOSED,UNKNOWN
1558,Unknown Service,CLOSED,UNKNOWN
1559,Unknown Service,CLOSED,UNKNOWN
1560,Unknown Service,CLOSED,UNKNOWN
1561,Unknown Service,CLOSED,UNKNOWN
1562,Unknown Service,CLOSED,UNKNOWN
1563,Unknown Service,CLOSED,UNKNOWN
1564,Unknown Service,CLOSED,UNKNOWN
1565,Unknown Service,CLOSED,UNKNOWN
1566,Unknown Service,CLOSED,UNKNOWN
1567,Unknown Service,CLOSED,UNKNOWN
1568,Unknown Service,CLOSED,UNKNOWN
1569,Unknown Service,CLOSED,UNKNOWN
1570,Unknown Service,CLOSED,UNKNOWN
1571,Unknown Service,CLOSED,UNKNOWN
1572,Unknown Service,CLOSED,UNKNOWN
1573,Unknown Service,CLOSED,UNKNOWN
1574,Unknown Service,CLOSED,UNKNOWN
1575,Unknown Service,CLOSED,UNKNOWN
1576,Unknown Service,CLOSED,UNKNOWN
1577,Unknown Service,CLOSED,UNKNOWN
1578,Unknown Service,CLOSED,UNKNOWN
1579,Unknown Service,CLOSED,UNKNOWN
1580,Unknown Service,CLOSED,UNKNOWN
1581,Unknown Service,CLOSED,UNKNOWN
1582,Unknown Service,CLOSED,UNKNOWN
1583,Unknown Service,CLOSED,UNKNOWN
1584,Unknown Service,CLOSED,UNKNOWN
1585,Unknown Service,CLOSED,UNKNOWN
1586,Unknown Service,CLOSED,UNKNOWN
1587,Unknown Service,CLOSED,UNKNOWN
1588,Unknown Service,CLOSED,UNKNOWN
1589,Unknown Service,CLOSED,UNKNOWN
1590,Unknown Service,CLOSED,UNKNOWN
1591,Unknown Service,CLOSED,UNKNOWN
1592,Unknown Service,CLOSED,UNKNOWN
1593,Unknown Service,CLOSED,UNKNOWN
1594,Unknown Service,CLOSED,UNKNOWN
1595,Unknown Service,CLOSED,UNKNOWN
1596,Unknown Service,CLOSED,UNKNOWN
1597,Unknown Service,CLOSED,UNKNOWN
1598,Unknown Service,CLOSED,UNKNOWN
1599,Unknown Service,CLOSED,UNKNOWN
1600,Unknown Service,CLOSED,UNKNOWN
1601,Unknown Service,CLOSED,UNKNOWN
1602,Unknown Service,CLOSED,UNKNOWN
1603,Unknown Service,CLOSED,UNKNOWN
1604,Unknown Service,CLOSED,UNKNOWN
1605,Unknown Service,CLOSED,UNKNOWN
1606,Unknown Service,CLOSED,UNKNOWN
1607,Unknown Service,CLOSED,UNKNOWN
1608,Unknown Service,CLOSED,UNKNOWN
1609,Unknown Service,CLOSED,UNKNOWN
1610,Unknown Service,CLOSED,UNKNOWN
1611,Unknown Service,CLOSED,UNKNOWN
1612,Unknown Service,CLOSED,UNKNOWN
1613,Unknown Service,CLOSED,UNKNOWN
1614,Unknown Service,CLOSED,UNKNOWN
1615,Unknown Service,CLOSED,UNKNOWN
1616,Unknown Service,CLOSED,UNKNOWN
1617,Unknown Service,CLOSED,UNKNOWN
1618,Unknown Service,CLOSED,UNKNOWN
1619,Unknown Service,CLOSED,UNKNOWN
1620,Unknown Service,CLOSED,UNKNOWN
1621,Unknown Service,CLOSED,UNKNOWN
1622,Unknown Service,CLOSED,UNKNOWN
1623,Unknown Service,CLOSED,UNKNOWN
1624,Unknown Service,CLOSED,UNKNOWN
1625,Unknown Service,CLOSED,UNKNOWN
1626,Unknown Service,CLOSED,UNKNOWN
1627,Unknown Service,CLOSED,UNKNOWN
1628,Unknown Service,CLOSED,UNKNOWN
1629,Unknown Service,CLOSED,UNKNOWN
1630,Unknown Service,CLOSED,UNKNOWN
1631,Unknown Service,CLOSED,UNKNOWN
1632,Unknown Service,CLOSED,UNKNOWN
1633,Unknown Service,CLOSED,UNKNOWN
1634,Unknown Service,CLOSED,UNKNOWN
1635,Unknown Service,CLOSED,UNKNOWN
1636,Unknown Service,CLOSED,UNKNOWN
1637,Unknown Service,CLOSED,UNKNOWN
1638,Unknown Service,CLOSED,UNKNOWN
1639,Unknown Service,CLOSED,UNKNOWN
1640,Unknown Service,CLOSED,UNKNOWN
1641,Unknown Service,CLOSED,UNKNOWN
1642,Unknown Service,CLOSED,UNKNOWN
1643,Unknown Service,CLOSED,UNKNOWN
1644,Unknown Service,CLOSED,UNKNOWN
1645,Unknown Service,CLOSED,UNKNOWN
1646,Unknown Service,CLOSED,UNKNOWN
1647,Unknown Service,CLOSED,UNKNOWN
1648,Unknown Service,CLOSED,UNKNOWN
1649,Unknown Service,CLOSED,UNKNOWN
1650,Unknown Service,CLOSED,UNKNOWN
1651,Unknown Service,CLOSED,UNKNOWN
1652,Unknown Service,CLOSED,UNKNOWN
1653,Unknown Service,CLOSED,UNKNOWN
1654,Unknown Service,CLOSED,UNKNOWN
1655,Unknown Service,CLOSED,UNKNOWN
1656,Unknown Service,CLOSED,UNKNOWN
1657,Unknown Service,CLOSED,UNKNOWN
1658,Unknown Service,CLOSED,UNKNOWN
1659,Unknown Service,CLOSED,UNKNOWN
1660,Unknown Service,CLOSED,UNKNOWN
1661,Unknown Service,CLOSED,UNKNOWN
1662,Unknown Service,CLOSED,UNKNOWN
1663,Unknown Service,CLOSED,UNKNOWN
1664,Unknown Service,CLOSED,UNKNOWN
1665,Unknown Service,CLOSED,UNKNOWN
1666,Unknown Service,CLOSED,UNKNOWN
1667,Unknown Service,CLOSED,UNKNOWN
1668,Unknown Service,CLOSED,UNKNOWN
1669,Unknown Service,CLOSED,UNKNOWN
1670,Unknown Service,CLOSED,UNKNOWN
1671,Unknown Service,CLOSED,UNKNOWN
1672,Unknown Service,CLOSED,UNKNOWN
1673,Unknown Service,CLOSED,UNKNOWN
1674,Unknown Service,CLOSED,UNKNOWN
1675,Unknown Service,CLOSED,UNKNOWN
1676,Unknown Service,CLOSED,UNKNOWN
1677,Unknown Service,CLOSED,UNKNOWN
1678,Unknown Service,CLOSED,UNKNOWN
1679,Unknown Service,CLOSED,UNKNOWN
1680,Unknown Service,CLOSED,UNKNOWN
1681,Unknown Service,CLOSED,UNKNOWN
1682,Unknown Service,CLOSED,UNKNOWN
1683,Unknown Service,CLOSED,UNKNOWN
1684,Unknown Service,CLOSED,UNKNOWN
1685,Unknown Service,CLOSED,UNKNOWN
1686,Unknown Service,CLOSED,UNKNOWN
1687,Unknown Service,CLOSED,UNKNOWN
1688,Unknown Service,CLOSED,UNKNOWN
1689,Unknown Service,CLOSED,UNKNOWN
1690,Unknown Service,CLOSED,UNKNOWN
1691,Unknown Service,CLOSED,UNKNOWN
1692,Unknown Service,CLOSED,UNKNOWN
1693,Unknown Service,CLOSED,UNKNOWN
1694,Unknown Service,CLOSED,UNKNOWN
1695,Unknown Service,CLOSED,UNKNOWN
1696,Unknown Service,CLOSED,UNKNOWN
1697,Unknown Service,CLOSED,UNKNOWN
1698,Unknown Service,CLOSED,UNKNOWN
1699,Unknown Service,CLOSED,UNKNOWN
1700,Unknown Service,CLOSED,UNKNOWN
1701,Unknown Service,CLOSED,UNKNOWN
1702,Unknown Service,CLOSED,UNKNOWN
1703,Unknown Service,CLOSED,UNKNOWN
1704,Unknown Service,CLOSED,UNKNOWN
1705,Unknown Service,CLOSED,UNKNOWN
1706,Unknown Service,CLOSED,UNKNOWN
1707,Unknown Service,CLOSED,UNKNOWN
1708,Unknown Service,CLOSED,UNKNOWN
1709,Unknown Service,CLOSED,UNKNOWN
1710,Unknown Service,CLOSED,UNKNOWN
1711,Unknown Service,CLOSED,UNKNOWN
1712,Unknown Service,CLOSED,UNKNOWN
1713,Unknown Service,CLOSED,UNKNOWN
1714,Unknown Service,CLOSED,UNKNOWN
1715,Unknown Service,CLOSED,UNKNOWN
1716,Unknown Service,CLOSED,UNKNOWN
1717,Unknown Service,CLOSED,UNKNOWN
1718,Unknown Service,CLOSED,UNKNOWN
1719,Unknown Service,CLOSED,UNKNOWN
1720,Unknown Service,CLOSED,UNKNOWN
1721,Unknown Service,CLOSED,UNKNOWN
1722,Unknown Service,CLOSED,UNKNOWN
1723,PPTP,CLOSED,UNKNOWN
1724,Unknown Service,CLOSED,UNKNOWN
1725,Unknown Service,CLOSED,UNKNOWN
1726,Unknown Service,CLOSED,UNKNOWN
1727,Unknown Service,CLOSED,UNKNOWN
1728,Unknown Service,CLOSED,UNKNOWN
1729,Unknown Service,CLOSED,UNKNOWN
1730,Unknown Service,CLOSED,UNKNOWN
1731,Unknown Service,CLOSED,UNKNOWN
1732,Unknown Service,CLOSED,UNKNOWN
1733,Unknown Service,CLOSED,UNKNOWN
1734,Unknown Service,CLOSED,UNKNOWN
1735,Unknown Service,CLOSED,UNKNOWN
1736,Unknown Service,CLOSED,UNKNOWN
1737,Unknown Service,CLOSED,UNKNOWN
1738,Unknown Service,CLOSED,UNKNOWN
1739,Unknown Service,CLOSED,UNKNOWN
1740,Unknown Service,CLOSED,UNKNOWN
1741,Unknown Service,CLOSED,UNKNOWN
1742,Unknown Service,CLOSED,UNKNOWN
1743,Unknown Service,CLOSED,UNKNOWN
1744,Unknown Service,CLOSED,UNKNOWN
1745,Unknown Service,CLOSED,UNKNOWN
1746,Unknown Service,CLOSED,UNKNOWN
1747,Unknown Service,CLOSED,UNKNOWN
1748,Unknown Service,CLOSED,UNKNOWN
1749,Unknown Service,CLOSED,UNKNOWN
1750,Unknown Service,CLOSED,UNKNOWN
1751,Unknown Service,CLOSED,UNKNOWN
1752,Unknown Service,CLOSED,UNKNOWN
1753,Unknown Service,CLOSED,UNKNOWN
1754,Unknown Service,CLOSED,UNKNOWN
1755,Unknown Service,CLOSED,UNKNOWN
1756,Unknown Service,CLOSED,UNKNOWN
1757,Unknown Service,CLOSED,UNKNOWN
1758,Unknown Service,CLOSED,UNKNOWN
1759,Unknown Service,CLOSED,UNKNOWN
1760,Unknown Service,CLOSED,UNKNOWN
1761,Unknown Service,CLOSED,UNKNOWN
1762,Unknown Service,CLOSED,UNKNOWN
1763,Unknown Service,CLOSED,UNKNOWN
1764,Unknown Service,CLOSED,UNKNOWN
1765,Unknown Service,CLOSED,UNKNOWN
1766,Unknown Service,CLOSED,UNKNOWN
1767,Unknown Service,CLOSED,UNKNOWN
1768,Unknown Service,CLOSED,UNKNOWN
1769,Unknown Service,CLOSED,UNKNOWN
1770,Unknown Service,CLOSED,UNKNOWN
1771,Unknown Service,CLOSED,UNKNOWN
1772,Unknown Service,CLOSED,UNKNOWN
1773,Unknown Service,CLOSED,UNKNOWN
1774,Unknown Service,CLOSED,UNKNOWN
1775,Unknown Service,CLOSED,UNKNOWN
1776,Unknown Service,CLOSED,UNKNOWN
1777,Unknown Service,CLOSED,UNKNOWN
1778,Unknown Service,CLOSED,UNKNOWN
1779,Unknown Service,CLOSED,UNKNOWN
1780,Unknown Service,CLOSED,UNKNOWN
1781,Unknown Service,CLOSED,UNKNOWN
1782,Unknown Service,CLOSED,UNKNOWN
1783,Unknown Service,CLOSED,UNKNOWN
1784,Unknown Service,CLOSED,UNKNOWN
1785,Unknown Service,CLOSED,UNKNOWN
1786,Unknown Service,CLOSED,UNKNOWN
1787,Unknown Service,CLOSED,UNKNOWN
1788,Unknown Service,CLOSED,UNKNOWN
1789,Unknown Service,CLOSED,UNKNOWN
1790,Unknown Service,CLOSED,UNKNOWN
1791,Unknown Service,CLOSED,UNKNOWN
1792,Unknown Service,CLOSED,UNKNOWN
1793,Unknown Service,CLOSED,UNKNOWN
